fl_date,mkt_unique_carrier,branded_code_share,mkt_carrier,mkt_carrier_fl_num,op_unique_carrier,tail_num,op_carrier_fl_num,origin_airport_id,origin,origin_city_name,dest_airport_id,dest,dest_city_name,crs_dep_time,dep_time,dep_delay,taxi_out,wheels_off,wheels_on,taxi_in,crs_arr_time,arr_time,arr_delay,cancelled,cancellation_code,diverted,dup,crs_elapsed_time,actual_elapsed_time,air_time,flights,distance,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay,first_dep_time,total_add_gtime,longest_add_gtime,no_name
2018-06-20,F9,F9,F9,1194,F9,N213FR,1194,13930,ORD,"Chicago, IL",12391,ISP,"Islip, NY",1815,1816,1,17,1833,2110,5,2117,2115,-2,0,,0,N,122,119,97,1,773,,,,,,,,,
2018-06-20,F9,F9,F9,1062,F9,N705FR,1062,13495,MSY,"New Orleans, LA",14100,PHL,"Philadelphia, PA",1112,1109,-3,12,1121,1445,13,1508,1458,-10,0,,0,N,176,169,144,1,1089,,,,,,,,,
2018-06-20,F9,F9,F9,1718,F9,N717FR,1718,15016,STL,"St. Louis, MO",13204,MCO,"Orlando, FL",1606,1606,0,13,1619,1927,28,1932,1955,23,0,,0,N,146,169,128,1,882,0,0,23,0,0,,,,
2018-06-20,UA,UA,UA,2407,UA,N17730,2407,14685,SAV,"Savannah, GA",11618,EWR,"Newark, NJ",600,553,-7,12,605,738,3,805,741,-24,0,,0,N,125,108,93,1,708,,,,,,,,,
2018-06-20,UA,UA,UA,2372,UA,N76514,2372,14771,SFO,"San Francisco, CA",14107,PHX,"Phoenix, AZ",1250,1245,-5,14,1259,1433,4,1451,1437,-14,0,,0,N,121,112,94,1,651,,,,,,,,,
2018-06-20,UA,UA,UA,2359,UA,N37277,2359,14771,SFO,"San Francisco, CA",10713,BOI,"Boise, ID",1225,1222,-3,18,1240,1441,3,1508,1444,-24,0,,0,N,103,82,61,1,522,,,,,,,,,
2018-06-20,UA,UA,UA,2287,UA,N409UA,2287,14771,SFO,"San Francisco, CA",14679,SAN,"San Diego, CA",1548,1719,91,20,1739,1849,2,1728,1851,83,0,,0,N,100,92,70,1,447,83,0,0,0,0,,,,
2018-06-20,UA,UA,UA,2281,UA,N66814,2281,12892,LAX,"Los Angeles, CA",12264,IAD,"Washington, DC",1510,1522,12,17,1539,2258,6,2306,2304,-2,0,,0,N,296,282,259,1,2288,,,,,,,,,
2018-06-20,UA,UA,UA,2138,UA,N77430,2138,11618,EWR,"Newark, NJ",12889,LAS,"Las Vegas, NV",1000,1041,41,12,1053,1229,9,1218,1238,20,0,,0,N,318,297,276,1,2227,0,0,0,0,20,,,,
2018-06-20,UA,UA,UA,2037,UA,N69885,2037,11618,EWR,"Newark, NJ",12266,IAH,"Houston, TX",605,603,-2,23,626,830,12,831,842,11,0,,0,N,206,219,184,1,1400,,,,,,,,,
2018-06-20,UA,UA_CODESHARE,UA,4951,C5,,4951,12451,JAX,"Jacksonville, FL",11618,EWR,"Newark, NJ",1510,,,,,,,1741,,,1,B,0,N,151,,,1,820,,,,,,,,,
2018-06-20,UA,UA_CODESHARE,UA,4915,C5,N21154,4915,11618,EWR,"Newark, NJ",10257,ALB,"Albany, NY",935,927,-8,33,1000,1029,3,1055,1032,-23,0,,0,N,80,65,29,1,143,,,,,,,,,
2018-06-20,UA,UA_CODESHARE,UA,4883,C5,N12157,4883,11618,EWR,"Newark, NJ",11042,CLE,"Cleveland, OH",1510,1514,4,25,1539,1647,6,1656,1653,-3,0,,0,N,106,99,68,1,404,,,,,,,,,
2018-06-20,UA,UA_CODESHARE,UA,4837,ZW,N465AW,4837,12339,IND,"Indianapolis, IN",13930,ORD,"Chicago, IL",1440,1429,-11,14,1443,1433,12,1450,1445,-5,0,,0,N,70,76,50,1,177,,,,,,,,,
2018-06-20,UA,UA_CODESHARE,UA,4782,AX,N14117,4782,12278,ICT,"Wichita, KS",11292,DEN,"Denver, CO",1740,1844,64,15,1859,1910,7,1820,1917,57,0,,0,N,100,93,71,1,420,3,0,0,0,54,,,,
2018-06-20,UA,UA_CODESHARE,UA,4756,AX,N16112,4756,11292,DEN,"Denver, CO",15016,STL,"St. Louis, MO",805,810,5,16,826,1105,4,1113,1109,-4,0,,0,N,128,119,99,1,770,,,,,,,,,
2018-06-20,UA,UA_CODESHARE,UA,4612,AX,N14153,4612,11097,COD,"Cody, WY",11292,DEN,"Denver, CO",1710,1710,0,11,1721,1820,5,1839,1825,-14,0,,0,N,89,75,59,1,391,,,,,,,,,
2018-06-20,UA,UA_CODESHARE,UA,3954,ZW,N420AW,3954,11066,CMH,"Columbus, OH",13930,ORD,"Chicago, IL",930,920,-10,11,931,922,12,949,934,-15,0,,0,N,79,74,51,1,296,,,,,,,,,
2018-06-20,UA,UA_CODESHARE,UA,3952,ZW,N466AW,3952,12264,IAD,"Washington, DC",11995,GSO,"Greensboro/High Point, NC",1730,1847,77,36,1923,2004,8,1855,2012,77,0,,0,N,85,85,41,1,239,0,77,0,0,0,,,,
2018-06-20,UA,UA_CODESHARE,UA,3920,ZW,N463AW,3920,11775,FSD,"Sioux Falls, SD",13930,ORD,"Chicago, IL",1512,1635,83,22,1657,1811,11,1659,1822,83,0,,0,N,107,107,74,1,462,8,0,0,0,75,,,,
2018-06-20,UA,UA_CODESHARE,UA,3886,ZW,N418AW,3886,13930,ORD,"Chicago, IL",13485,MSN,"Madison, WI",1025,1020,-5,27,1047,1115,5,1126,1120,-6,0,,0,N,61,60,28,1,108,,,,,,,,,
2018-06-20,DL,DL,DL,473,DL,N703TW,473,14679,SAN,"San Diego, CA",12478,JFK,"New York, NY",1151,1151,0,26,1217,2020,14,2027,2034,7,0,,0,N,336,343,303,1,2446,,,,,,,,,
2018-06-20,DL,DL,DL,803,DL,N335DN,803,10397,ATL,"Atlanta, GA",12953,LGA,"New York, NY",645,643,-2,13,656,833,6,904,839,-25,0,,0,N,139,116,97,1,762,,,,,,,,,
2018-06-20,DL,DL,DL,946,DL,N915DE,946,10397,ATL,"Atlanta, GA",13342,MKE,"Milwaukee, WI",1649,1645,-4,23,1708,1737,2,1758,1739,-19,0,,0,N,129,114,89,1,669,,,,,,,,,
2018-06-20,DL,DL,DL,999,DL,N301DV,999,11433,DTW,"Detroit, MI",10721,BOS,"Boston, MA",2157,42,165,12,54,218,6,2349,224,155,0,,0,N,112,102,84,1,632,6,0,0,0,149,,,,
2018-06-20,DL,DL,DL,1069,DL,N975DL,1069,11066,CMH,"Columbus, OH",10397,ATL,"Atlanta, GA",1030,1032,2,8,1040,1146,12,1200,1158,-2,0,,0,N,90,86,66,1,447,,,,,,,,,
2018-06-20,DL,DL,DL,1081,DL,N999DN,1081,14100,PHL,"Philadelphia, PA",10397,ATL,"Atlanta, GA",820,816,-4,18,834,1009,5,1047,1014,-33,0,,0,N,147,118,95,1,666,,,,,,,,,
2018-06-20,DL,DL,DL,1265,DL,N303DQ,1265,10397,ATL,"Atlanta, GA",14685,SAV,"Savannah, GA",1314,1314,0,11,1325,1403,4,1420,1407,-13,0,,0,N,66,53,38,1,214,,,,,,,,,
2018-06-20,DL,DL,DL,1546,DL,N301DV,1546,10397,ATL,"Atlanta, GA",14107,PHX,"Phoenix, AZ",817,815,-2,14,829,858,15,913,913,0,0,,0,N,236,238,209,1,1587,,,,,,,,,
2018-06-20,DL,DL,DL,1564,DL,N975DL,1564,10397,ATL,"Atlanta, GA",14492,RDU,"Raleigh/Durham, NC",1246,1244,-2,13,1257,1358,2,1412,1400,-12,0,,0,N,86,76,61,1,356,,,,,,,,,
2018-06-20,DL,DL,DL,1574,DL,N336DX,1574,10397,ATL,"Atlanta, GA",13487,MSP,"Minneapolis, MN",1515,1518,3,33,1551,1658,8,1700,1706,6,0,,0,N,165,168,127,1,907,,,,,,,,,
2018-06-20,DL,DL,DL,1640,DL,N977AT,1640,11433,DTW,"Detroit, MI",13495,MSY,"New Orleans, LA",2020,2018,-2,13,2031,2133,5,2151,2138,-13,0,,0,N,151,140,122,1,926,,,,,,,,,
2018-06-20,DL,DL,DL,1651,DL,N821DN,1651,12889,LAS,"Las Vegas, NV",13487,MSP,"Minneapolis, MN",1432,1428,-4,23,1451,1928,3,1943,1931,-12,0,,0,N,191,183,157,1,1299,,,,,,,,,
2018-06-20,DL,DL,DL,1655,DL,N395DN,1655,11775,FSD,"Sioux Falls, SD",13487,MSP,"Minneapolis, MN",800,755,-5,15,810,842,26,908,908,0,0,,0,N,68,73,32,1,196,,,,,,,,,
2018-06-20,DL,DL,DL,1667,DL,N919AT,1667,11433,DTW,"Detroit, MI",10693,BNA,"Nashville, TN",1222,1216,-6,14,1230,1238,8,1256,1246,-10,0,,0,N,94,90,68,1,456,,,,,,,,,
2018-06-20,DL,DL,DL,1819,DL,N968DL,1819,10397,ATL,"Atlanta, GA",12992,LIT,"Little Rock, AR",1745,1746,1,10,1756,1803,4,1821,1807,-14,0,,0,N,96,81,67,1,453,,,,,,,,,
2018-06-20,DL,DL,DL,1939,DL,N911DE,1939,10397,ATL,"Atlanta, GA",14122,PIT,"Pittsburgh, PA",1307,1306,-1,11,1317,1435,4,1447,1439,-8,0,,0,N,100,93,78,1,526,,,,,,,,,
2018-06-20,DL,DL,DL,1982,DL,N331DN,1982,12953,LGA,"New York, NY",10397,ATL,"Atlanta, GA",1059,1053,-6,14,1107,1253,8,1335,1301,-34,0,,0,N,156,128,106,1,762,,,,,,,,,
2018-06-20,DL,DL,DL,2022,DL,N860DN,2022,14771,SFO,"San Francisco, CA",14869,SLC,"Salt Lake City, UT",600,555,-5,17,612,826,24,853,850,-3,0,,0,N,113,115,74,1,599,,,,,,,,,
2018-06-20,DL,DL,DL,2048,DL,N585NW,2048,11433,DTW,"Detroit, MI",14747,SEA,"Seattle, WA",1755,1820,25,21,1841,1935,8,1953,1943,-10,0,,0,N,298,263,234,1,1927,,,,,,,,,
2018-06-20,DL,DL,DL,2274,DL,N372NW,2274,14869,SLC,"Salt Lake City, UT",11648,FCA,"Kalispell, MT",2211,2210,-1,16,2226,2343,2,2353,2345,-8,0,,0,N,102,95,77,1,531,,,,,,,,,
2018-06-20,DL,DL,DL,2296,DL,N993AT,2296,13487,MSP,"Minneapolis, MN",12953,LGA,"New York, NY",1732,1749,17,15,1804,2113,6,2130,2119,-11,0,,0,N,178,150,129,1,1020,,,,,,,,,
2018-06-20,DL,DL,DL,2679,DL,N983AT,2679,14747,SEA,"Seattle, WA",14771,SFO,"San Francisco, CA",1345,1440,55,13,1453,1635,7,1613,1642,29,0,,0,N,148,122,102,1,679,3,0,0,0,26,,,,
2018-06-20,DL,DL,DL,2714,DL,N927DN,2714,13930,ORD,"Chicago, IL",13487,MSP,"Minneapolis, MN",901,858,-3,16,914,1019,2,1044,1021,-23,0,,0,N,103,83,65,1,334,,,,,,,,,
2018-06-20,DL,DL,DL,2875,DL,N984DL,2875,10397,ATL,"Atlanta, GA",13495,MSY,"New Orleans, LA",1702,1659,-3,27,1726,1726,4,1738,1730,-8,0,,0,N,96,91,60,1,425,,,,,,,,,
2018-06-20,DL,DL,DL,2890,DL,N908DE,2890,10397,ATL,"Atlanta, GA",12448,JAN,"Jackson/Vicksburg, MS",2242,2253,11,17,2310,2301,6,2301,2307,6,0,,0,N,79,74,51,1,341,,,,,,,,,
2018-06-20,DL,DL,DL,2894,DL,N949AT,2894,10397,ATL,"Atlanta, GA",10868,CAE,"Columbia, SC",1325,1325,0,9,1334,1411,3,1425,1414,-11,0,,0,N,60,49,37,1,192,,,,,,,,,
2018-06-20,DL,DL,DL,2985,DL,N3766,2985,12892,LAX,"Los Angeles, CA",14747,SEA,"Seattle, WA",759,758,-1,8,806,1014,10,1055,1024,-31,0,,0,N,176,146,128,1,954,,,,,,,,,
2018-06-20,DL,DL_CODESHARE,DL,5312,9E,N8974C,5312,13931,ORF,"Norfolk, VA",12953,LGA,"New York, NY",1820,1816,-4,8,1824,1922,19,2007,1941,-26,0,,0,N,107,85,58,1,296,,,,,,,,,
2018-06-20,DL,DL_CODESHARE,DL,5328,9E,N197PQ,5328,11193,CVG,"Cincinnati, OH",12266,IAH,"Houston, TX",1520,1524,4,24,1548,1709,16,1654,1725,31,0,,0,N,154,181,141,1,871,0,0,31,0,0,,,,
2018-06-20,DL,DL_CODESHARE,DL,5413,9E,N320PQ,5413,11003,CID,"Cedar Rapids/Iowa City, IA",10397,ATL,"Atlanta, GA",1716,1812,56,11,1823,2110,19,2024,2129,65,0,,0,N,128,137,107,1,694,0,0,9,0,56,,,,
2018-06-20,AS,AS,AS,66,AS,N551AS,66,10926,CDV,"Cordova, AK",15991,YAK,"Yakutat, AK",1657,1656,-1,11,1707,1746,3,1746,1749,3,0,,0,N,49,53,39,1,213,,,,,,,,,
2018-06-20,AS,AS,AS,110,AS,N528AS,110,14747,SEA,"Seattle, WA",12478,JFK,"New York, NY",1420,1550,90,35,1625,20,6,2236,26,110,0,,0,N,316,336,295,1,2422,0,0,20,0,90,,,,
2018-06-20,AS,AS,AS,381,AS,N491AS,381,14831,SJC,"San Jose, CA",14057,PDX,"Portland, OR",1705,1656,-9,14,1710,1835,5,1842,1840,-2,0,,0,N,97,104,85,1,569,,,,,,,,,
2018-06-20,AS,AS,AS,569,AS,N472AS,569,12266,IAH,"Houston, TX",14747,SEA,"Seattle, WA",629,629,0,17,646,912,6,905,918,13,0,,0,N,276,289,266,1,1874,,,,,,,,,
2018-06-20,B6,B6,B6,1836,B6,N309JB,1836,11433,DTW,"Detroit, MI",10721,BOS,"Boston, MA",600,605,5,14,619,741,13,747,754,7,0,,0,N,107,109,82,1,632,,,,,,,,,
2018-06-20,B6,B6,B6,568,B6,N587JB,568,11697,FLL,"Fort Lauderdale, FL",10397,ATL,"Atlanta, GA",2049,2101,12,24,2125,2251,8,2240,2259,19,0,,0,N,111,118,86,1,581,12,0,7,0,0,,,,
2018-06-20,G4,G4,G4,1920,G4,250NV,1920,15624,VPS,"Valparaiso, FL",14108,PIA,"Peoria, IL",1242,1232,-10,14,1246,1426,9,1445,1435,-10,0,,0,N,123,123,100,1,724,,,,,,,,,
2018-06-20,G4,G4,G4,882,G4,325NV,882,14112,PIE,"St. Petersburg, FL",11986,GRR,"Grand Rapids, MI",1424,1417,-7,30,1447,1703,5,1700,1708,8,0,,0,N,156,171,136,1,1044,,,,,,,,,
2018-06-20,G4,G4,G4,1410,G4,326NV,1410,14122,PIT,"Pittsburgh, PA",13577,MYR,"Myrtle Beach, SC",730,716,-14,12,728,833,4,854,837,-17,0,,0,N,84,81,65,1,475,,,,,,,,,
2018-06-20,G4,G4,G4,875,G4,423NV,875,10581,BGR,"Bangor, ME",14112,PIE,"St. Petersburg, FL",1117,1158,41,12,1210,1508,7,1451,1515,24,0,,0,N,214,197,178,1,1394,10,0,0,0,14,,,,
2018-06-20,G4,G4,G4,890,G4,886GA,890,14112,PIE,"St. Petersburg, FL",11823,FWA,"Fort Wayne, IN",800,812,12,12,824,1015,7,1019,1022,3,0,,0,N,139,130,111,1,912,,,,,,,,,
2018-06-20,AA,AA_CODESHARE,AA,4119,MQ,N840AE,4119,14122,PIT,"Pittsburgh, PA",12478,JFK,"New York, NY",1307,1320,13,18,1338,1444,24,1450,1508,18,0,,0,N,103,108,66,1,340,0,0,5,0,13,,,,
2018-06-20,AA,AA_CODESHARE,AA,4134,MQ,N824AE,4134,12953,LGA,"New York, NY",14730,SDF,"Louisville, KY",759,751,-8,19,810,955,8,1020,1003,-17,0,,0,N,141,132,105,1,659,,,,,,,,,
2018-06-20,NK,NK,NK,1127,NK,N536NK,1127,15304,TPA,"Tampa, FL",12889,LAS,"Las Vegas, NV",1945,1939,-6,12,1951,2052,3,2124,2055,-29,0,,0,N,279,256,241,1,1984,,,,,,,,,
2018-06-20,NK,NK,NK,259,NK,N509NK,259,10158,ACY,"Atlantic City, NJ",11697,FLL,"Fort Lauderdale, FL",700,656,-4,15,711,920,5,938,925,-13,0,,0,N,158,149,129,1,977,,,,,,,,,
2018-06-20,AA,AA_CODESHARE,AA,5507,OH,N709PS,5507,11057,CLT,"Charlotte, NC",11996,GSP,"Greer, SC",2209,55,166,8,103,121,3,2252,124,152,0,,0,N,43,29,18,1,75,152,0,0,0,0,,,,
2018-06-20,WN,WN,WN,2490,WN,N929WN,2490,11697,FLL,"Fort Lauderdale, FL",15304,TPA,"Tampa, FL",1015,1010,-5,15,1025,1106,4,1120,1110,-10,0,,0,N,65,60,41,1,197,,,,,,,,,
2018-06-20,WN,WN,WN,978,WN,N746SW,978,12191,HOU,"Houston, TX",15370,TUL,"Tulsa, OK",1530,1610,40,116,1806,1915,5,1655,1920,145,0,,0,N,85,190,69,1,453,40,0,105,0,0,,,,
2018-06-20,WN,WN,WN,1188,WN,N8643A,1188,12339,IND,"Indianapolis, IN",11292,DEN,"Denver, CO",955,953,-2,8,1001,1014,6,1040,1020,-20,0,,0,N,165,147,133,1,977,,,,,,,,,
2018-06-20,WN,WN,WN,742,WN,N8691A,742,12889,LAS,"Las Vegas, NV",11697,FLL,"Fort Lauderdale, FL",1805,1832,27,12,1844,153,3,155,156,1,0,,0,N,290,264,249,1,2173,,,,,,,,,
2018-06-20,WN,WN,WN,2235,WN,N747SA,2235,12889,LAS,"Las Vegas, NV",12892,LAX,"Los Angeles, CA",725,721,-4,32,753,835,6,840,841,1,0,,0,N,75,80,42,1,236,,,,,,,,,
2018-06-20,WN,WN,WN,638,WN,N8602F,638,12889,LAS,"Las Vegas, NV",14057,PDX,"Portland, OR",950,951,1,13,1004,1151,3,1205,1154,-11,0,,0,N,135,123,107,1,763,,,,,,,,,
2018-06-20,WN,WN,WN,1282,WN,N8502Z,1282,12889,LAS,"Las Vegas, NV",14831,SJC,"San Jose, CA",2120,2142,22,14,2156,2253,4,2245,2257,12,0,,0,N,85,75,57,1,386,,,,,,,,,
2018-06-20,WN,WN,WN,1953,WN,N257WN,1953,13198,MCI,"Kansas City, MO",10397,ATL,"Atlanta, GA",1235,1233,-2,19,1252,1525,5,1540,1530,-10,0,,0,N,125,117,93,1,692,,,,,,,,,
2018-06-20,WN,WN,WN,2445,WN,N7739A,2445,13198,MCI,"Kansas City, MO",14057,PDX,"Portland, OR",1110,1106,-4,14,1120,1242,4,1250,1246,-4,0,,0,N,220,220,202,1,1482,,,,,,,,,
2018-06-20,WN,WN,WN,1225,WN,N284WN,1225,13232,MDW,"Chicago, IL",14730,SDF,"Louisville, KY",2240,2259,19,19,2318,107,2,50,109,19,0,,0,N,70,70,49,1,271,0,0,0,0,19,,,,
2018-06-20,WN,WN,WN,1030,WN,N278WN,1030,13232,MDW,"Chicago, IL",14843,SJU,"San Juan, PR",830,845,15,17,902,1425,3,1410,1428,18,0,,0,N,280,283,263,1,2057,15,0,3,0,0,,,,
2018-06-20,WN,WN,WN,1921,WN,N266WN,1921,13851,OKC,"Oklahoma City, OK",12191,HOU,"Houston, TX",2020,2148,88,6,2154,2259,2,2135,2301,86,0,,0,N,75,73,65,1,419,3,0,0,0,83,,,,
2018-06-20,WN,WN,WN,1296,WN,N554WN,1296,14057,PDX,"Portland, OR",12889,LAS,"Las Vegas, NV",1710,1715,5,10,1725,1916,5,1925,1921,-4,0,,0,N,135,126,111,1,763,,,,,,,,,
2018-06-20,WN,WN,WN,2043,WN,N7826B,2043,14057,PDX,"Portland, OR",13796,OAK,"Oakland, CA",2215,2209,-6,11,2220,2344,5,2355,2349,-6,0,,0,N,100,100,84,1,543,,,,,,,,,
2018-06-20,AA,AA,AA,352,AA,N990NN,352,14831,SJC,"San Jose, CA",11298,DFW,"Dallas/Fort Worth, TX",1344,1347,3,12,1359,1845,12,1920,1857,-23,0,,0,N,216,190,166,1,1438,,,,,,,,,
2018-06-20,AA,AA,AA,2363,AA,N555AN,2363,11298,DFW,"Dallas/Fort Worth, TX",10693,BNA,"Nashville, TN",905,901,-4,14,915,1042,6,1100,1048,-12,0,,0,N,115,107,87,1,631,,,,,,,,,
2018-06-20,AA,AA,AA,2376,AA,N9681B,2376,11298,DFW,"Dallas/Fort Worth, TX",12266,IAH,"Houston, TX",1050,1051,1,26,1117,1156,12,1158,1208,10,0,,0,N,68,77,39,1,224,,,,,,,,,
2018-06-20,AA,AA,AA,2401,AA,N960AN,2401,11298,DFW,"Dallas/Fort Worth, TX",15304,TPA,"Tampa, FL",1830,1842,12,21,1903,2159,3,2157,2202,5,0,,0,N,147,140,116,1,929,,,,,,,,,
2018-06-20,AA,AA,AA,1009,AA,N825NN,1009,10693,BNA,"Nashville, TN",11298,DFW,"Dallas/Fort Worth, TX",1532,1520,-12,21,1541,1722,13,1734,1735,1,0,,0,N,122,135,101,1,631,,,,,,,,,
2018-06-20,AA,AA,AA,2100,AA,N656AW,2100,14107,PHX,"Phoenix, AZ",11433,DTW,"Detroit, MI",915,916,1,23,939,1601,9,1614,1610,-4,0,,0,N,239,234,202,1,1671,,,,,,,,,
2018-06-20,AA,AA_CODESHARE,AA,5980,YV,N933LR,5980,12448,JAN,"Jackson/Vicksburg, MS",11298,DFW,"Dallas/Fort Worth, TX",1818,1844,26,12,1856,2002,10,1955,2012,17,0,,0,N,97,88,66,1,408,0,0,0,0,17,,,,
2018-06-20,AA,AA_CODESHARE,AA,4410,YX,N102HQ,4410,14100,PHL,"Philadelphia, PA",14730,SDF,"Louisville, KY",910,,,,,,,1125,,,1,A,0,N,135,,,1,576,,,,,,,,,
2018-06-20,AA,AA_CODESHARE,AA,4479,YX,N809MD,4479,10693,BNA,"Nashville, TN",11057,CLT,"Charlotte, NC",1444,1456,12,26,1522,1712,11,1726,1723,-3,0,,0,N,102,87,50,1,328,,,,,,,,,
2018-06-20,DL,DL_CODESHARE,DL,5883,YX,N212JQ,5883,12953,LGA,"New York, NY",12266,IAH,"Houston, TX",1225,1221,-4,18,1239,1505,8,1539,1513,-26,0,,0,N,254,232,206,1,1416,,,,,,,,,
2018-06-20,DL,DL_CODESHARE,DL,3487,9E,N913XJ,3487,12953,LGA,"New York, NY",13244,MEM,"Memphis, TN",1929,1943,14,29,2012,2128,6,2137,2134,-3,0,,0,N,188,171,136,1,963,,,,,,,,,
2018-06-20,AS,AS,AS,1080,AS,N634VA,1080,14747,SEA,"Seattle, WA",12264,IAD,"Washington, DC",1620,1637,17,26,1703,42,7,23,49,26,0,,0,N,303,312,279,1,2306,0,0,9,0,17,,,,
2018-06-20,AS,AS,AS,1420,AS,N635VA,1420,12892,LAX,"Los Angeles, CA",12478,JFK,"New York, NY",2315,2321,6,22,2343,738,11,757,749,-8,0,,0,N,342,328,295,1,2475,,,,,,,,,
2018-06-20,AS,AS,AS,1742,AS,N624VA,1742,14747,SEA,"Seattle, WA",14771,SFO,"San Francisco, CA",704,,,,,,,914,,,1,B,0,N,130,,,1,679,,,,,,,,,
2018-06-20,B6,B6,B6,1523,B6,N937JB,1523,12478,JFK,"New York, NY",12892,LAX,"Los Angeles, CA",1647,1644,-3,28,1712,1939,6,2008,1945,-23,0,,0,N,381,361,327,1,2475,,,,,,,,,
2018-06-20,UA,UA_CODESHARE,UA,4267,EV,N12552,4267,11042,CLE,"Cleveland, OH",10721,BOS,"Boston, MA",1333,1329,-4,17,1346,1503,7,1520,1510,-10,0,,0,N,107,101,77,1,563,,,,,,,,,
2018-06-20,UA,UA_CODESHARE,UA,4307,EV,N11165,4307,12266,IAH,"Houston, TX",11973,GPT,"Gulfport/Biloxi, MS",1420,1419,-1,9,1428,1523,6,1545,1529,-16,0,,0,N,85,70,55,1,376,,,,,,,,,
2018-06-20,HA,HA,HA,373,HA,N478HA,373,12173,HNL,"Honolulu, HI",12982,LIH,"Lihue, HI",1630,1626,-4,14,1640,1703,7,1711,1710,-1,0,,0,N,41,44,23,1,102,,,,,,,,,
2018-06-20,AA,AA_CODESHARE,AA,3375,MQ,N645AE,3375,13303,MIA,"Miami, FL",14524,RIC,"Richmond, VA",2140,2230,50,16,2246,44,7,13,51,38,0,,0,N,153,141,118,1,825,0,0,0,0,38,,,,
2018-06-20,AA,AA_CODESHARE,AA,3462,MQ,N646AE,3462,13930,ORD,"Chicago, IL",10434,AVP,"Scranton/Wilkes-Barre, PA",1155,1153,-2,13,1206,1428,4,1447,1432,-15,0,,0,N,112,99,82,1,632,,,,,,,,,
2018-06-20,AA,AA_CODESHARE,AA,3471,MQ,N652RS,3471,13277,MGM,"Montgomery, AL",11298,DFW,"Dallas/Fort Worth, TX",1733,1731,-2,16,1747,1929,16,1940,1945,5,0,,0,N,127,134,102,1,622,,,,,,,,,
2018-06-20,AA,AA_CODESHARE,AA,3534,MQ,N529EA,3534,13930,ORD,"Chicago, IL",11066,CMH,"Columbus, OH",723,719,-4,25,744,935,9,936,944,8,0,,0,N,73,85,51,1,296,,,,,,,,,
2018-06-20,AA,AA_CODESHARE,AA,3542,MQ,N527EA,3542,13851,OKC,"Oklahoma City, OK",13930,ORD,"Chicago, IL",1904,1934,30,18,1952,2158,18,2110,2216,66,0,,0,N,126,162,126,1,693,4,0,36,0,26,,,,
2018-06-20,AA,AA_CODESHARE,AA,5074,OH,N512AE,5074,11278,DCA,"Washington, DC",14321,PWM,"Portland, ME",1155,,,,,,,1326,,,1,A,0,N,91,,,1,482,,,,,,,,,
2018-06-20,AA,AA_CODESHARE,AA,5141,OH,N202PS,5141,10208,AGS,"Augusta, GA",11057,CLT,"Charlotte, NC",1106,1125,19,9,1134,1205,12,1215,1217,2,0,,0,N,69,52,31,1,140,,,,,,,,,
2018-06-20,AA,AA_CODESHARE,AA,2990,OO,N464SW,2990,13930,ORD,"Chicago, IL",10980,CHA,"Chattanooga, TN",1205,1201,-4,30,1231,1447,5,1451,1452,1,0,,0,N,106,111,76,1,501,,,,,,,,,
2018-06-20,AA,AA_CODESHARE,AA,3137,OO,N740SK,3137,14588,ROW,"Roswell, NM",14107,PHX,"Phoenix, AZ",1528,1625,57,10,1635,1646,7,1609,1653,44,0,,0,N,101,88,71,1,433,44,0,0,0,0,,,,
2018-06-20,AA,AA_CODESHARE,AA,3236,OO,N877AS,3236,11721,FNT,"Flint, MI",13930,ORD,"Chicago, IL",1051,1138,47,21,1159,1152,22,1115,1214,59,0,,0,N,84,96,53,1,223,5,0,12,0,42,,,,
2018-06-20,AS,AS_CODESHARE,AS,3345,OO,N175SY,3345,14893,SMF,"Sacramento, CA",14679,SAN,"San Diego, CA",1945,1940,-5,13,1953,2107,4,2118,2111,-7,0,,0,N,93,91,74,1,480,,,,,,,,,
2018-06-20,AS,AS_CODESHARE,AS,3356,OO,N197SY,3356,14831,SJC,"San Jose, CA",14679,SAN,"San Diego, CA",700,659,-1,12,711,819,4,832,823,-9,0,,0,N,92,84,68,1,417,,,,,,,,,
2018-06-20,DL,DL_CODESHARE,DL,4225,OO,N454SW,4225,14869,SLC,"Salt Lake City, UT",15897,WYS,"West Yellowstone, MT",945,937,-8,34,1011,1053,3,1047,1056,9,0,,0,N,62,79,42,1,273,,,,,,,,,
2018-06-20,DL,DL_CODESHARE,DL,4464,OO,N774SK,4464,13232,MDW,"Chicago, IL",13487,MSP,"Minneapolis, MN",1720,1715,-5,25,1740,1851,3,1855,1854,-1,0,,0,N,95,99,71,1,349,,,,,,,,,
2018-06-20,DL,DL_CODESHARE,DL,4477,OO,N433SW,4477,10397,ATL,"Atlanta, GA",14814,SHV,"Shreveport, LA",836,832,-4,26,858,920,5,929,925,-4,0,,0,N,113,113,82,1,551,,,,,,,,,
2018-06-20,DL,DL_CODESHARE,DL,4481,OO,N947SW,4481,13487,MSP,"Minneapolis, MN",12278,ICT,"Wichita, KS",955,957,2,28,1025,1150,4,1148,1154,6,0,,0,N,113,117,85,1,545,,,,,,,,,
